Sequence_ID	Locus_Tag	Chromosome	TSS_Position	Strand	Upstream_bp	Downstream_bp	Window_Size	GC_Content	UTR5_Length	Location_Type	Confidence_Sheet	Processed_Coverage	Processed_Ratio
TIGR4_SP_1573_TSS_1480703_-	SP_1573	NC_003028.3	1480703	-	60	20	81	44.44	164.0	tss_within_coding	High Confidence (TSS_100.4)	170.0	170.0
TIGR4_SP_1574_TSS_1481397_-	SP_1574	NC_003028.3	1481397	-	60	20	81	28.4	30.0	tss_intergenic	High Confidence (TSS_100.4)	27091.0	9.48232411620581
TIGR4_SP_1575_TSS_1482483_-	SP_1575	NC_003028.3	1482483	-	60	20	81	41.98	341.0	tss_within_coding	Low Confidence (TSS_2.1)	25.0	1.5625
TIGR4_SP_1576_TSS_1483164_-	SP_1576	NC_003028.3	1483164	-	60	20	81	25.93	69.0	tss_intergenic	High Confidence (TSS_100.4)	1507.0	6.72767857142857
TIGR4_SP_1577_TSS_1483816_-	SP_1577	NC_003028.3	1483816	-	60	20	81	20.99	27.0	tss_intergenic	High Confidence (TSS_100.4)	6745.0	13.0717054263566
TIGR4_SP_1578_TSS_1484656_-	SP_1578	NC_003028.3	1484656	-	60	20	81	23.46	22.0	tss_intergenic	High Confidence (TSS_100.4)	366.0	12.6206896551724
TIGR4_SP_1580_TSS_1486291_-	SP_1580	NC_003028.3	1486291	-	60	20	81	24.69	26.0	tss_intergenic	High Confidence (TSS_100.4)	3401.0	6.04085257548845
TIGR4_SP_2251_TSS_1488442_-	SP_2251	NC_003028.3	1488442	-	60	20	81	41.98	385.0	tss_within_coding	Low Confidence (TSS_2.1)	38.0	1.0
TIGR4_SP_1583_TSS_1488984_-	SP_1583	NC_003028.3	1488984	-	60	20	81	44.44	270.0	tss_within_coding	Low Confidence (TSS_2.1)	78.0	1.02631578947368
TIGR4_SP_1584_TSS_1489522_-	SP_1584	NC_003028.3	1489522	-	60	20	81	24.69	20.0	tss_intergenic	High Confidence (TSS_100.4)	9334.0	8.66666666666667
TIGR4_SP_1586_TSS_1491484_-	SP_1586	NC_003028.3	1491484	-	60	20	81	35.8	144.0	tss_intergenic	High Confidence (TSS_100.4)	13949.0	59.8669527896996
TIGR4_SP_1587_TSS_1492815_-	SP_1587	NC_003028.3	1492815	-	60	20	81	23.46	50.0	tss_intergenic	High Confidence (TSS_100.4)	2553.0	11.1484716157205
TIGR4_SP_1593_TSS_1499264_-	SP_1593	NC_003028.3	1499264	-	60	20	81	32.1	86.0	tss_intergenic	Low Confidence (TSS_2.1)	8.0	4.0
TIGR4_SP_1597_TSS_1501955_-	SP_1597	NC_003028.3	1501955	-	60	20	81	43.21	260.0	tss_within_coding	Low Confidence (TSS_2.1)	35.0	1.25
TIGR4_SP_1598_TSS_1502457_-	SP_1598	NC_003028.3	1502457	-	60	20	81	43.21	11.0	tss_intergenic	Low Confidence (TSS_2.1)	25.0	2.77777777777778
TIGR4_SP_1599_TSS_1503185_-	SP_1599	NC_003028.3	1503185	-	60	20	81	30.86	0.0	tss_intergenic	High Confidence (TSS_100.4)	542.0	6.86075949367089
TIGR4_SP_1600_TSS_1504795_-	SP_1600	NC_003028.3	1504795	-	60	20	81	38.27	141.0	tss_within_coding	Low Confidence (TSS_2.1)	23.0	1.04545454545455
TIGR4_SP_1601_TSS_1505824_-	SP_1601	NC_003028.3	1505824	-	60	20	81	38.27	301.0	tss_within_coding	Low Confidence (TSS_2.1)	278.0	1.07751937984496
TIGR4_SP_1602_TSS_1505916_-	SP_1602	NC_003028.3	1505916	-	60	20	81	27.16	52.0	tss_intergenic	High Confidence (TSS_100.4)	43962.0	22.4754601226994
TIGR4_SP_1603_TSS_1507100_-	SP_1603	NC_003028.3	1507100	-	60	20	81	44.44	434.0	tss_within_coding	High Confidence (TSS_100.4)	143.0	143.0
TIGR4_SP_1604_TSS_1507179_-	SP_1604	NC_003028.3	1507179	-	60	20	81	27.16	28.0	tss_within_coding	Low Confidence (TSS_2.1)	679.0	1.03034901365706
TIGR4_SP_1606_TSS_1508910_-	SP_1606	NC_003028.3	1508910	-	60	20	81	38.27	485.0	tss_within_coding	Low Confidence (TSS_2.1)	312.0	1.26315789473684
TIGR4_SP_1607_TSS_1509476_-	SP_1607	NC_003028.3	1509476	-	60	20	81	29.63	30.0	tss_intergenic	High Confidence (TSS_100.4)	6752.0	7.40350877192982
TIGR4_SP_1609_TSS_1512084_-	SP_1609	NC_003028.3	1512084	-	60	20	81	45.68	420.0	tss_within_coding	Low Confidence (TSS_2.1)	36.0	1.8
TIGR4_SP_1610_TSS_1512354_-	SP_1610	NC_003028.3	1512354	-	60	20	81	37.04	26.0	tss_intergenic	High Confidence (TSS_100.4)	1053.0	4.63876651982379
TIGR4_SP_1613_TSS_1515489_-	SP_1613	NC_003028.3	1515489	-	60	20	81	25.93	275.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_1615_TSS_1517579_-	SP_1615	NC_003028.3	1517579	-	60	20	81	32.1	23.0	tss_intergenic	Low Confidence (TSS_2.1)	3.0	3.0
TIGR4_SP_1618_TSS_1519733_-	SP_1618	NC_003028.3	1519733	-	60	20	81	35.8	12.0	tss_intergenic	Low Confidence (TSS_2.1)	6.0	6.0
TIGR4_SP_1619_TSS_1520209_-	SP_1619	NC_003028.3	1520209	-	60	20	81	27.16	11.0	tss_intergenic	Low Confidence (TSS_2.1)	4.0	1.33333333333333
TIGR4_SP_1621_TSS_1522076_-	SP_1621	NC_003028.3	1522076	-	60	20	81	34.57	16.0	tss_intergenic	Low Confidence (TSS_2.1)	18.0	4.5
TIGR4_SP_1623_TSS_1525664_-	SP_1623	NC_003028.3	1525664	-	60	20	81	18.52	0.0	tss_intergenic	High Confidence (TSS_100.4)	437.0	6.06944444444444
TIGR4_SP_1625_TSS_1527469_-	SP_1625	NC_003028.3	1527469	-	60	20	81	34.57	17.0	tss_within_coding	Low Confidence (TSS_2.1)	19.0	1.35714285714286
TIGR4_trn0760_TSS_1527621_-	trn0760	NC_003028.3	1527621	-	60	20	81	38.27	84.0	tss_intergenic	Low Confidence (TSS_2.1)	5691.0	3.78390957446809
TIGR4_trn0761_TSS_1528401_-	trn0761	NC_003028.3	1528401	-	60	20	81	40.74	226.0	tss_within_coding	High Confidence (TSS_100.4)	790.0	790.0
TIGR4_nan_TSS_1528505_-	nan	NC_003028.3	1528505	-	60	20	81	33.33	NA		Secondary TSS, Low confidence		
TIGR4_S15_TSS_1528620_-	S15	NC_003028.3	1528620	-	60	20	81	25.93	23.0	tss_intergenic	High Confidence (TSS_100.4)	522359.0	52.6996569814366
TIGR4_SP_1627_TSS_1529420_-	SP_1627	NC_003028.3	1529420	-	60	20	81	23.46	113.0	tss_intergenic	Low Confidence (TSS_2.1)	9.0	3.0
TIGR4_SP_1632_TSS_1533714_-	SP_1632	NC_003028.3	1533714	-	60	20	81	37.04	192.0	tss_within_coding	Low Confidence (TSS_2.1)	20.0	3.33333333333333
TIGR4_SP_1633_TSS_1534207_-	SP_1633	NC_003028.3	1534207	-	60	20	81	37.04	15.0	tss_intergenic	High Confidence (TSS_100.4)	131.0	11.9090909090909
TIGR4_SP_1635_TSS_1536051_-	SP_1635	NC_003028.3	1536051	-	60	20	81	38.27	237.0	tss_within_coding	Low Confidence (TSS_2.1)	104.0	1.31645569620253
TIGR4_SP_1636_TSS_1536366_-	SP_1636	NC_003028.3	1536366	-	60	20	81	34.57	47.0	tss_intergenic	High Confidence (TSS_100.4)	542.0	542.0
TIGR4_SP_1637_TSS_1537261_-	SP_1637	NC_003028.3	1537261	-	60	20	81	30.86	18.0	tss_intergenic	High Confidence (TSS_100.4)	1392.0	7.52432432432432
TIGR4_SP_1639_TSS_1539373_-	SP_1639	NC_003028.3	1539373	-	60	20	81	29.63	28.0	tss_intergenic	Low Confidence (TSS_2.1)	5.0	5.0
TIGR4_SP_1644_TSS_1542207_-	SP_1644	NC_003028.3	1542207	-	60	20	81	48.15	486.0	tss_within_coding	Low Confidence (TSS_2.1)	99.0	1.59677419354839
TIGR4_SP_1645_TSS_1543991_-	SP_1645	NC_003028.3	1543991	-	60	20	81	28.4	18.0	tss_intergenic	High Confidence (TSS_100.4)	3471.0	7.20124481327801
TIGR4_SP_1647_TSS_1547601_-	SP_1647	NC_003028.3	1547601	-	60	20	81	24.69	25.0	tss_intergenic	High Confidence (TSS_100.4)	2763.0	5.74428274428274
TIGR4_SP_1652_TSS_1553869_-	SP_1652	NC_003028.3	1553869	-	60	20	81	50.62	56.0	tss_within_coding	Low Confidence (TSS_2.1)	18.0	1.38461538461538
TIGR4_SP_1653_TSS_1554668_-	SP_1653	NC_003028.3	1554668	-	60	20	81	23.46	152.0	tss_intergenic	High Confidence (TSS_100.4)	900.0	11.5384615384615
TIGR4_SP_1654_TSS_1557177_-	SP_1654	NC_003028.3	1557177	-	60	20	81	23.46	0.0	tss_intergenic	High Confidence (TSS_100.4)	270.0	6.92307692307692
TIGR4_SP_1655_TSS_1557968_-	SP_1655	NC_003028.3	1557968	-	60	20	81	34.57	46.0	tss_intergenic	High Confidence (TSS_100.4)	18355.0	7.39524576954069
TIGR4_SP_1658_TSS_1558869_-	SP_1658	NC_003028.3	1558869	-	60	20	81	14.81	27.0	tss_intergenic	Low Confidence (TSS_2.1)	10.0	10.0
TIGR4_SP_1659_TSS_1562048_-	SP_1659	NC_003028.3	1562048	-	60	20	81	33.33	11.0	tss_intergenic	Low Confidence (TSS_2.1)	53.0	1.0
TIGR4_T-box_TSS_1562469_-	T-box	NC_003028.3	1562469	-	60	20	81	40.74	180.0	tss_within_coding	Low Confidence (TSS_2.1)	281.0	1.04850746268657
TIGR4_SP_1660_TSS_1562621_-	SP_1660	NC_003028.3	1562621	-	60	20	81	43.21	279.0	tss_within_coding	High Confidence (TSS_100.4)	269.0	269.0
TIGR4_nan_TSS_1562694_-	nan	NC_003028.3	1562694	-	60	20	81	41.98	NA		Secondary TSS, Low confidence		
TIGR4_SP_1661_TSS_1563242_-	SP_1661	NC_003028.3	1563242	-	60	20	81	35.8	57.0	tss_within_coding	High Confidence (TSS_100.4)	517.0	517.0
TIGR4_SP_1662_TSS_1564175_-	SP_1662	NC_003028.3	1564175	-	60	20	81	33.33	142.0	tss_within_coding	Low Confidence (TSS_2.1)	156.0	1.23809523809524
TIGR4_SP_1663_TSS_1564572_-	SP_1663	NC_003028.3	1564572	-	60	20	81	43.21	345.0	tss_within_coding	High Confidence (TSS_100.4)	662.0	662.0
TIGR4_SP_1664_TSS_1565083_-	SP_1664	NC_003028.3	1565083	-	60	20	81	33.33	317.0	tss_within_coding	High Confidence (TSS_100.4)	156.0	156.0
TIGR4_SP_1665_TSS_1565465_-	SP_1665	NC_003028.3	1565465	-	60	20	81	37.04	18.0	tss_within_coding	Low Confidence (TSS_2.1)	74.0	74.0
TIGR4_nan_TSS_1566722_-	nan	NC_003028.3	1566722	-	60	20	81	34.57	NA		Secondary TSS, Low confidence		
TIGR4_SP_1666_TSS_1566939_-	SP_1666	NC_003028.3	1566939	-	60	20	81	39.51	228.0	tss_within_coding	High Confidence (TSS_100.4)	134.0	134.0
TIGR4_SP_1667_TSS_1568177_-	SP_1667	NC_003028.3	1568177	-	60	20	81	29.63	76.0	tss_intergenic	High Confidence (TSS_100.4)	13816.0	9.24765729585007
TIGR4_SP_1668_TSS_1569056_-	SP_1668	NC_003028.3	1569056	-	60	20	81	24.69	32.0	tss_intergenic	High Confidence (TSS_100.4)	1711.0	11.3311258278146
TIGR4_SP_1669_TSS_1570017_-	SP_1669	NC_003028.3	1570017	-	60	20	81	48.15	291.0	tss_within_coding	Low Confidence (TSS_2.1)	19.0	1.0
TIGR4_SP_1670_TSS_1571326_-	SP_1670	NC_003028.3	1571326	-	60	20	81	43.21	240.0	tss_within_coding	Low Confidence (TSS_2.1)	51.0	1.08510638297872
TIGR4_SP_1671_TSS_1572243_-	SP_1671	NC_003028.3	1572243	-	60	20	81	33.33	30.0	tss_intergenic	High Confidence (TSS_100.4)	6808.0	10.7721518987342
TIGR4_SP_1672_TSS_1573324_-	SP_1672	NC_003028.3	1573324	-	60	20	81	41.98	339.0	tss_within_coding	Low Confidence (TSS_2.1)	38.0	1.05555555555556
TIGR4_SP_1673_TSS_1575072_-	SP_1673	NC_003028.3	1575072	-	60	20	81	25.93	19.0	tss_intergenic	High Confidence (TSS_100.4)	1075.0	12.9518072289157
TIGR4_SP_1675_TSS_1577472_-	SP_1675	NC_003028.3	1577472	-	60	20	81	41.98	468.0	tss_within_coding	Low Confidence (TSS_2.1)	31.0	1.40909090909091
TIGR4_SP_1676_TSS_1577989_-	SP_1676	NC_003028.3	1577989	-	60	20	81	28.4	50.0	tss_intergenic	High Confidence (TSS_100.4)	323.0	323.0
TIGR4_SP_1677_TSS_1578812_-	SP_1677	NC_003028.3	1578812	-	60	20	81	25.93	60.0	tss_within_coding	Low Confidence (TSS_2.1)	536.0	1.33665835411471
TIGR4_SP_RS08290_TSS_1579034_-	SP_RS08290	NC_003028.3	1579034	-	60	20	81	32.1	15.0	tss_within_coding	Low Confidence (TSS_2.1)	16.0	1.0
TIGR4_SP_1679_TSS_1579430_-	SP_1679	NC_003028.3	1579430	-	60	20	81	20.99	57.0	tss_intergenic	Low Confidence (TSS_2.1)	19.0	2.11111111111111
TIGR4_SP_1680_TSS_1580076_-	SP_1680	NC_003028.3	1580076	-	60	20	81	33.33	154.0	tss_intergenic	Low Confidence (TSS_2.1)	23.0	23.0
TIGR4_SP_1681_TSS_1581182_-	SP_1681	NC_003028.3	1581182	-	60	20	81	41.98	149.0	tss_within_coding	Low Confidence (TSS_2.1)	17.0	17.0
TIGR4_SP_1683_TSS_1583599_-	SP_1683	NC_003028.3	1583599	-	60	20	81	25.93	104.0	tss_intergenic	Low Confidence (TSS_2.1)	99.0	1.0531914893617
TIGR4_SP_1685_TSS_1585882_-	SP_1685	NC_003028.3	1585882	-	60	20	81	24.69	28.0	tss_intergenic	Low Confidence (TSS_2.1)	1799.0	3.04915254237288
TIGR4_SP_1691_TSS_1593045_-	SP_1691	NC_003028.3	1593045	-	60	20	81	39.51	187.0	tss_intergenic	Low Confidence (TSS_2.1)	13.0	4.33333333333333
TIGR4_SP_1694_TSS_1598827_-	SP_1694	NC_003028.3	1598827	-	60	20	81	22.22	130.0	tss_intergenic	High Confidence (TSS_100.4)	151.0	7.94736842105263
TIGR4_SP_1695_TSS_1600698_-	SP_1695	NC_003028.3	1600698	-	60	20	81	34.57	260.0	tss_within_coding	High Confidence (TSS_100.4)	8056.0	9.21739130434783
TIGR4_SP_1696_TSS_1600807_-	SP_1696	NC_003028.3	1600807	-	60	20	81	43.21	89.0	tss_within_coding	Low Confidence (TSS_2.1)	66.0	1.375
TIGR4_SP_RS08385_TSS_1601120_-	SP_RS08385	NC_003028.3	1601120	-	60	20	81	45.68	195.0	tss_within_coding	Low Confidence (TSS_2.1)	17.0	2.125
TIGR4_SP_1697_TSS_1603269_-	SP_1697	NC_003028.3	1603269	-	60	20	81	55.56	301.0	tss_within_coding	Low Confidence (TSS_2.1)	53.0	1.12765957446809
TIGR4_SP_1698_TSS_1604374_-	SP_1698	NC_003028.3	1604374	-	60	20	81	44.44	284.0	tss_within_coding	Low Confidence (TSS_2.1)	135.0	1.10655737704918
TIGR4_SP_1699_TSS_1604557_-	SP_1699	NC_003028.3	1604557	-	60	20	81	45.68	109.0	tss_within_coding	Low Confidence (TSS_2.1)	283.0	1.03663003663004
TIGR4_SP_1700_TSS_1605676_-	SP_1700	NC_003028.3	1605676	-	60	20	81	40.74	158.0	tss_within_coding	Low Confidence (TSS_2.1)	89.0	1.01136363636364
TIGR4_SP_1701_TSS_1606882_-	SP_1701	NC_003028.3	1606882	-	60	20	81	45.68	331.0	tss_within_coding	Low Confidence (TSS_2.1)	294.0	1.01379310344828
TIGR4_SP_1702_TSS_1609184_-	SP_1702	NC_003028.3	1609184	-	60	20	81	28.4	39.0	tss_intergenic	High Confidence (TSS_100.4)	1630.0	4.16879795396419
TIGR4_SP_1703_TSS_1609867_-	SP_1703	NC_003028.3	1609867	-	60	20	81	30.86	349.0	tss_within_coding	Low Confidence (TSS_2.1)	14.0	1.55555555555556
TIGR4_SP_1704_TSS_1610356_-	SP_1704	NC_003028.3	1610356	-	60	20	81	38.27	118.0	tss_within_coding	Low Confidence (TSS_2.1)	13.0	1.0
TIGR4_SP_1708_TSS_1612699_-	SP_1708	NC_003028.3	1612699	-	60	20	81	27.16	28.0	tss_intergenic	Low Confidence (TSS_2.1)	242.0	3.84126984126984
TIGR4_SP_1709_TSS_1614176_-	SP_1709	NC_003028.3	1614176	-	60	20	81	55.56	115.0	tss_within_coding	Low Confidence (TSS_2.1)	585.0	1.16071428571429
TIGR4_SP_1710_TSS_1614911_-	SP_1710	NC_003028.3	1614911	-	60	20	81	38.27	123.0	tss_within_coding	High Confidence (TSS_100.4)	141.0	141.0
TIGR4_SP_1711_TSS_1615861_-	SP_1711	NC_003028.3	1615861	-	60	20	81	44.44	180.0	tss_within_coding	Low Confidence (TSS_2.1)	97.0	1.08988764044944
TIGR4_SP_1712_TSS_1617308_-	SP_1712	NC_003028.3	1617308	-	60	20	81	38.27	457.0	tss_within_coding	Low Confidence (TSS_2.1)	263.0	1.12875536480687
TIGR4_SP_1713_TSS_1617347_-	SP_1713	NC_003028.3	1617347	-	60	20	81	32.1	22.0	tss_intergenic	High Confidence (TSS_100.4)	3769.0	4.67617866004963
TIGR4_SP_1716_TSS_1621325_-	SP_1716	NC_003028.3	1621325	-	60	20	81	39.51	401.0	tss_within_coding	Low Confidence (TSS_2.1)	18.0	1.5
TIGR4_SP_1717_TSS_1621835_-	SP_1717	NC_003028.3	1621835	-	60	20	81	33.33	21.0	tss_intergenic	High Confidence (TSS_100.4)	701.0	6.61320754716981
TIGR4_SP_1721_TSS_1624978_-	SP_1721	NC_003028.3	1624978	-	60	20	81	24.69	24.0	tss_intergenic	Low Confidence (TSS_2.1)	41.0	4.1
TIGR4_SP_1722_TSS_1627048_-	SP_1722	NC_003028.3	1627048	-	60	20	81	28.4	62.0	tss_intergenic	High Confidence (TSS_100.4)	394.0	9.85
TIGR4_SP_1723_TSS_1627358_-	SP_1723	NC_003028.3	1627358	-	60	20	81	39.51	49.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_1726_TSS_1631566_-	SP_1726	NC_003028.3	1631566	-	60	20	81	39.51	495.0	tss_within_coding	Low Confidence (TSS_2.1)	37.0	1.12121212121212
TIGR4_SP_1727_TSS_1632281_-	SP_1727	NC_003028.3	1632281	-	60	20	81	28.4	14.0	tss_intergenic	High Confidence (TSS_100.4)	2272.0	8.70498084291188
TIGR4_SP_1728_TSS_1633000_-	SP_1728	NC_003028.3	1633000	-	60	20	81	35.8	339.0	tss_within_coding	Low Confidence (TSS_2.1)	23.0	1.15
TIGR4_SP_1729_TSS_1633550_-	SP_1729	NC_003028.3	1633550	-	60	20	81	44.44	237.0	tss_within_coding	Low Confidence (TSS_2.1)	24.0	1.14285714285714
TIGR4_SP_1731_TSS_1634605_-	SP_1731	NC_003028.3	1634605	-	60	20	81	35.8	21.0	tss_intergenic	High Confidence (TSS_100.4)	900.0	8.7378640776699
TIGR4_SP_1732_TSS_1637163_-	SP_1732	NC_003028.3	1637163	-	60	20	81	40.74	485.0	tss_within_coding	Low Confidence (TSS_2.1)	478.0	1.27466666666667
TIGR4_SP_1733_TSS_1637624_-	SP_1733	NC_003028.3	1637624	-	60	20	81	35.8	209.0	tss_within_coding	High Confidence (TSS_100.4)	4159.0	13.1198738170347
TIGR4_SP_1734_TSS_1638875_-	SP_1734	NC_003028.3	1638875	-	60	20	81	46.91	129.0	tss_within_coding	Low Confidence (TSS_2.1)	55.0	1.41025641025641
TIGR4_SP_1735_TSS_1639860_-	SP_1735	NC_003028.3	1639860	-	60	20	81	53.09	189.0	tss_within_coding	Low Confidence (TSS_2.1)	36.0	1.02857142857143
TIGR4_SP_1736_TSS_1642277_-	SP_1736	NC_003028.3	1642277	-	60	20	81	38.27	197.0	tss_within_coding	Low Confidence (TSS_2.1)	757.0	1.01747311827957
TIGR4_SP_1737_TSS_1642472_-	SP_1737	NC_003028.3	1642472	-	60	20	81	33.33	12.0	tss_intergenic	Low Confidence (TSS_2.1)	241.0	1.02118644067797
TIGR4_SP_1738_TSS_1643191_-	SP_1738	NC_003028.3	1643191	-	60	20	81	27.16	80.0	tss_intergenic	High Confidence (TSS_100.4)	7896.0	8.33790918690602
TIGR4_SP_1739_TSS_1644896_-	SP_1739	NC_003028.3	1644896	-	60	20	81	27.16	42.0	tss_intergenic	High Confidence (TSS_100.4)	18479.0	23.9987012987013
TIGR4_SP_1740_TSS_1645583_-	SP_1740	NC_003028.3	1645583	-	60	20	81	30.86	284.0	tss_within_coding	High Confidence (TSS_100.4)	232.0	12.2105263157895
TIGR4_SP_1741_TSS_1646065_-	SP_1741	NC_003028.3	1646065	-	60	20	81	48.15	469.0	tss_within_coding	Low Confidence (TSS_2.1)	24.0	3.0
TIGR4_SP_1742_TSS_1647318_-	SP_1742	NC_003028.3	1647318	-	60	20	81	40.74	426.0	tss_within_coding	Low Confidence (TSS_2.1)	121.0	1.04310344827586
TIGR4_SP_1743_TSS_1647822_-	SP_1743	NC_003028.3	1647822	-	60	20	81	48.15	174.0	tss_within_coding	Low Confidence (TSS_2.1)	37.0	1.48
TIGR4_SP_1744_TSS_1648178_-	SP_1744	NC_003028.3	1648178	-	60	20	81	43.21	74.0	tss_within_coding	Low Confidence (TSS_2.1)	60.0	1.93548387096774
TIGR4_SP_1745_TSS_1648791_-	SP_1745	NC_003028.3	1648791	-	60	20	81	46.91	174.0	tss_within_coding	Low Confidence (TSS_2.1)	202.0	1.36486486486486
TIGR4_SP_1746_TSS_1649490_-	SP_1746	NC_003028.3	1649490	-	60	20	81	41.98	279.0	tss_within_coding	Low Confidence (TSS_2.1)	424.0	1.00712589073634
TIGR4_SP_1747_TSS_1649898_-	SP_1747	NC_003028.3	1649898	-	60	20	81	30.86	58.0	tss_within_coding	Low Confidence (TSS_2.1)	174.0	1.00578034682081
TIGR4_SP_1748_TSS_1650258_-	SP_1748	NC_003028.3	1650258	-	60	20	81	40.74	55.0	tss_intergenic	Low Confidence (TSS_2.1)	13902.0	1.02590214744299
TIGR4_SP_1749_TSS_1651643_-	SP_1749	NC_003028.3	1651643	-	60	20	81	48.15	120.0	tss_within_coding	Low Confidence (TSS_2.1)	163.0	1.09395973154362
TIGR4_SP_1750_TSS_1652616_-	SP_1750	NC_003028.3	1652616	-	60	20	81	39.51	500.0	tss_within_coding	High Confidence (TSS_100.4)	122.0	122.0
TIGR4_SP_1751_TSS_1652995_-	SP_1751	NC_003028.3	1652995	-	60	20	81	34.57	19.0	tss_intergenic	High Confidence (TSS_100.4)	2536.0	2536.0
TIGR4_SP_RS08685_TSS_1656325_-	SP_RS08685	NC_003028.3	1656325	-	60	20	81	25.93	8.0	tss_intergenic	Low Confidence (TSS_2.1)	12.0	12.0
TIGR4_SP_1760_TSS_1662574_-	SP_1760	NC_003028.3	1662574	-	60	20	81	33.33	128.0	tss_within_coding	Low Confidence (TSS_2.1)	22.0	1.57142857142857
TIGR4_SP_1761_TSS_1664118_-	SP_1761	NC_003028.3	1664118	-	60	20	81	30.86	167.0	tss_within_coding	Low Confidence (TSS_2.1)	63.0	1.34042553191489
TIGR4_SP_1762_TSS_1665565_-	SP_1762	NC_003028.3	1665565	-	60	20	81	40.74	23.0	tss_within_coding	Low Confidence (TSS_2.1)	48.0	1.17073170731707
TIGR4_SP_1763_TSS_1667110_-	SP_1763	NC_003028.3	1667110	-	60	20	81	30.86	341.0	tss_within_coding	Low Confidence (TSS_2.1)	39.0	39.0
TIGR4_SP_1765_TSS_1669048_-	SP_1765	NC_003028.3	1669048	-	60	20	81	32.1	121.0	tss_within_coding	Low Confidence (TSS_2.1)	16.0	1.23076923076923
TIGR4_SP_1766_TSS_1670328_-	SP_1766	NC_003028.3	1670328	-	60	20	81	39.51	172.0	tss_within_coding	Low Confidence (TSS_2.1)	17.0	1.21428571428571
TIGR4_SP_1767_TSS_1672776_-	SP_1767	NC_003028.3	1672776	-	60	20	81	35.8	145.0	tss_within_coding	Low Confidence (TSS_2.1)	19.0	1.35714285714286
TIGR4_SP_1768_TSS_1674067_-	SP_1768	NC_003028.3	1674067	-	60	20	81	41.98	416.0	tss_within_coding	Low Confidence (TSS_2.1)	48.0	48.0
TIGR4_SP_RS12365_TSS_1676338_-	SP_RS12365	NC_003028.3	1676338	-	60	20	81	35.8	253.0	tss_within_coding	Low Confidence (TSS_2.1)	52.0	1.85714285714286
TIGR4_SP_1771_TSS_1678245_-	SP_1771	NC_003028.3	1678245	-	60	20	81	43.21	79.0	tss_within_coding	Low Confidence (TSS_2.1)	73.0	1.5531914893617
TIGR4_SP_1772_TSS_1692765_-	SP_1772	NC_003028.3	1692765	-	60	20	81	25.93	55.0	tss_intergenic	High Confidence (TSS_100.4)	3634.0	16.0088105726872
TIGR4_SP_RS12375_TSS_1693622_-	SP_RS12375	NC_003028.3	1693622	-	60	20	81	32.1	135.0	tss_intergenic	Low Confidence (TSS_2.1)	2.0	2.0
TIGR4_SP_1778_TSS_1696882_-	SP_1778	NC_003028.3	1696882	-	60	20	81	27.16	25.0	tss_intergenic	High Confidence (TSS_100.4)	9055.0	17.7897838899804
TIGR4_SP_1779_TSS_1697680_-	SP_1779	NC_003028.3	1697680	-	60	20	81	34.57	158.0	tss_intergenic	Low Confidence (TSS_2.1)	15.0	1.07142857142857
TIGR4_SP_1780_TSS_1699847_-	SP_1780	NC_003028.3	1699847	-	60	20	81	35.8	283.0	tss_within_coding	Low Confidence (TSS_2.1)	104.0	1.1063829787234
TIGR4_SP_1781_TSS_1700741_-	SP_1781	NC_003028.3	1700741	-	60	20	81	54.32	423.0	tss_within_coding	Low Confidence (TSS_2.1)	33.0	1.57142857142857
TIGR4_SP_1782_TSS_1701346_-	SP_1782	NC_003028.3	1701346	-	60	20	81	39.51	76.0	tss_intergenic	Low Confidence (TSS_2.1)	7894.0	1.03541448058762
TIGR4_SP_1783_TSS_1702309_-	SP_1783	NC_003028.3	1702309	-	60	20	81	44.44	475.0	tss_within_coding	Low Confidence (TSS_2.1)	2558.0	1.22568279827504
TIGR4_SP_1784_TSS_1703340_-	SP_1784	NC_003028.3	1703340	-	60	20	81	34.57	422.0	tss_within_coding	Low Confidence (TSS_2.1)	31.0	1.03333333333333
TIGR4_nan_TSS_1703444_-	nan	NC_003028.3	1703444	-	60	20	81	30.86	NA		Secondary TSS, Low confidence		
TIGR4_SP_1785_TSS_1703473_-	SP_1785	NC_003028.3	1703473	-	60	20	81	29.63	81.0	tss_intergenic	High Confidence (TSS_100.4)	107.0	107.0
TIGR4_SP_1786_TSS_1704370_-	SP_1786	NC_003028.3	1704370	-	60	20	81	33.33	235.0	tss_within_coding	High Confidence (TSS_100.4)	1533.0	15.33
TIGR4_SP_1787_TSS_1704419_-	SP_1787	NC_003028.3	1704419	-	60	20	81	32.1	41.0	tss_intergenic	Low Confidence (TSS_2.1)	41.0	41.0
TIGR4_SP_1789_TSS_1705233_-	SP_1789	NC_003028.3	1705233	-	60	20	81	30.86	186.0	tss_intergenic	Low Confidence (TSS_2.1)	46.0	11.5
TIGR4_SP_1792_TSS_1708441_-	SP_1792	NC_003028.3	1708441	-	60	20	81	28.4	12.0	tss_intergenic	Low Confidence (TSS_2.1)	7.0	7.0
TIGR4_SP_1793_TSS_1709518_-	SP_1793	NC_003028.3	1709518	-	60	20	81	27.16	208.0	tss_intergenic	Low Confidence (TSS_2.1)	663.0	1.51025056947608
